Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
417,79.51,0.71,154.91,159.66,155.44,0.65,0.91,2.00,10.06,11.71,4.02,0.25,22.29,5.55,157.73,13.89,55.68,1.30,52.31,63881.00,0.14,5.333739e+002,8.95
418,84.43,0.66,150.20,156.63,158.24,0.60,0.84,2.00,10.37,12.69,4.04,0.25,22.88,5.67,155.94,14.87,57.11,1.24,33.69,66273.00,0.18,5.835497e+002,9.94
419,101.57,0.69,139.36,141.00,137.01,0.73,0.92,1.33,11.37,12.65,1.50,0.66,15.06,10.01,139.60,15.68,50.16,1.10,48.99,68964.00,0.10,7.700776e+002,9.35
420,56.64,0.69,157.35,155.37,150.43,0.75,0.92,1.32,8.49,9.73,1.46,0.68,11.76,8.05,154.10,11.61,39.62,1.09,46.20,47772.00,0.13,3.206362e+002,7.32
421,109.11,0.85,158.09,154.04,149.83,0.81,0.96,1.32,11.79,12.95,1.44,0.69,15.20,10.53,153.21,14.89,51.45,1.11,46.95,80283.00,0.09,8.574136e+002,10.58
422,68.33,0.79,152.86,157.80,156.76,0.61,0.89,2.01,9.33,11.90,4.07,0.25,21.13,5.19,156.61,14.77,52.63,1.21,48.89,56224.00,0.22,4.249404e+002,9.59
423,48.44,0.65,135.15,125.15,125.84,0.59,0.83,2.02,7.85,9.61,4.09,0.24,18.54,4.53,126.07,11.34,46.14,1.27,21.71,34670.00,0.18,2.536306e+002,7.38
424,140.48,0.52,139.89,145.60,144.14,0.47,0.77,2.02,13.37,17.04,4.10,0.24,28.89,7.05,144.42,22.29,71.88,1.35,32.00,93441.00,0.22,1.252470e+003,11.27
425,40.64,0.70,171.29,163.74,162.16,0.77,0.92,1.32,7.19,8.23,1.43,0.70,10.27,7.16,163.99,10.42,34.87,1.10,44.72,39522.00,0.13,1.948855e+002,5.81
426,37.48,0.79,162.70,159.67,158.84,0.70,0.87,2.03,6.91,9.16,4.13,0.24,16.91,4.10,158.77,10.59,42.02,1.21,49.93,36041.00,0.25,1.725993e+002,7.65
427,52.64,0.65,167.71,167.68,166.80,0.73,0.90,1.31,8.19,9.31,1.38,0.73,11.10,8.06,167.30,10.96,38.32,1.09,44.02,49018.00,0.12,2.872853e+002,6.24
428,49.84,0.94,151.31,150.35,144.83,0.82,0.96,1.30,7.97,8.98,1.32,0.76,10.64,8.07,148.80,9.72,37.41,1.10,40.16,41814.00,0.11,2.646565e+002,8.21
429,79.51,0.76,138.38,128.35,125.15,0.66,0.91,2.06,10.06,12.24,4.25,0.24,23.54,5.54,128.20,14.23,58.16,1.50,36.58,51922.00,0.18,5.333739e+002,9.52
430,56.40,0.73,156.18,158.74,158.06,0.78,0.94,1.29,8.47,9.51,1.28,0.78,11.01,8.57,158.21,10.87,39.16,1.10,51.59,48888.00,0.11,3.186330e+002,7.28
431,53.58,0.80,134.38,136.37,140.18,0.72,0.89,2.07,8.26,10.24,4.28,0.23,19.69,4.61,137.12,11.71,48.59,1.27,29.30,40726.00,0.19,2.949972e+002,8.83
432,43.14,0.85,170.29,155.93,150.34,0.71,0.92,2.08,7.41,8.75,4.29,0.23,18.18,4.23,155.87,10.27,44.82,1.33,38.35,39278.00,0.15,2.131852e+002,7.78
433,74.15,0.76,164.23,162.67,160.44,0.69,0.92,2.09,9.72,11.51,4.32,0.23,22.48,5.20,162.16,13.35,55.36,1.31,48.12,62106.00,0.16,4.802822e+002,9.27
434,73.66,0.88,163.60,161.28,160.66,0.74,0.93,2.10,9.68,11.37,4.36,0.23,22.51,5.17,161.38,13.16,55.36,1.32,47.86,61486.00,0.15,4.755668e+002,9.79
435,80.49,0.66,150.08,155.63,153.17,0.61,0.87,2.10,10.12,11.93,4.36,0.23,23.34,5.35,154.26,14.01,57.38,1.31,52.14,63091.00,0.15,5.432649e+002,9.12
436,23.54,0.96,129.59,117.63,120.01,0.81,0.94,1.29,5.47,6.27,1.28,0.78,7.97,6.24,119.71,6.80,28.43,1.11,31.72,19512.00,0.13,8.589147e+001,5.76
437,110.63,0.48,141.73,144.52,142.44,0.45,0.70,2.11,11.87,15.50,4.42,0.23,26.73,6.05,143.19,18.80,65.57,1.20,50.86,75891.00,0.23,8.753195e+002,9.88
438,122.80,0.81,163.79,166.37,162.54,0.72,0.94,2.12,12.50,14.44,4.43,0.23,28.18,6.36,164.92,16.04,69.08,1.44,45.87,95324.00,0.13,1.023703e+003,12.43
439,102.58,0.64,176.15,173.17,167.05,0.62,0.86,2.12,11.43,13.47,4.44,0.23,25.99,5.85,171.64,16.24,63.69,1.31,50.69,85479.00,0.15,7.815091e+002,9.68
440,171.88,0.49,159.01,167.62,164.61,0.46,0.75,2.12,14.79,18.75,4.45,0.22,32.59,7.33,165.67,24.24,79.83,1.33,32.13,127235.00,0.21,1.695133e+003,11.25
441,54.75,0.76,153.98,148.97,145.26,0.64,0.90,2.13,8.35,9.82,4.47,0.22,20.31,4.54,148.40,11.91,49.70,1.34,45.70,44818.00,0.15,3.047547e+002,7.45
442,57.82,0.46,124.51,127.45,133.60,0.48,0.70,2.14,8.58,11.77,4.49,0.22,20.77,4.63,127.46,15.32,50.80,1.18,35.44,40150.00,0.27,3.307291e+002,7.19
443,33.47,0.83,165.14,167.00,170.06,0.66,0.86,2.17,6.53,8.48,4.60,0.22,17.50,3.80,167.71,9.99,42.61,1.45,30.54,35051.00,0.23,1.456426e+002,7.46
444,24.80,0.52,172.08,163.26,152.13,0.64,0.81,1.29,5.62,7.68,1.22,0.82,8.74,7.16,155.54,10.29,31.80,1.49,5.69,26286.00,0.27,9.290882e+001,4.05
445,63.53,0.70,156.85,164.26,164.75,0.75,0.93,1.28,8.99,9.96,1.19,0.84,11.12,9.31,163.40,11.92,40.86,1.10,45.16,55391.00,0.10,3.809319e+002,7.58
446,74.63,0.61,142.82,143.39,147.65,0.57,0.81,2.19,9.75,12.01,4.68,0.21,23.45,5.01,144.13,14.55,56.92,1.30,54.02,55491.00,0.19,4.850164e+002,9.82
447,115.43,0.65,170.75,162.53,153.66,0.69,0.91,1.28,12.12,13.43,1.17,0.86,14.09,12.09,160.81,16.76,52.37,1.20,48.29,88282.00,0.10,9.329708e+002,9.79
448,49.37,0.82,167.67,159.47,156.01,0.66,0.88,2.22,7.93,9.73,4.76,0.21,20.13,4.23,159.25,10.79,48.73,1.33,34.50,44432.00,0.19,2.609597e+002,8.17
449,85.17,0.76,147.05,155.61,153.58,0.43,0.85,2.22,10.41,12.01,4.76,0.21,24.95,5.24,154.01,13.46,60.37,1.37,36.42,65918.00,0.13,5.912304e+002,10.59
450,121.78,0.58,150.80,157.34,153.91,0.56,0.81,2.22,12.45,15.55,4.77,0.21,29.36,6.16,155.50,19.93,71.04,1.48,29.85,89258.00,0.20,1.010994e+003,10.66
451,103.08,0.55,139.86,140.35,141.16,0.49,0.78,2.23,11.46,15.47,4.78,0.21,27.95,5.84,140.52,20.49,67.59,1.46,25.93,70259.00,0.26,7.872496e+002,9.73
452,92.84,0.87,167.31,159.91,154.01,0.71,0.92,2.25,10.87,13.13,4.85,0.21,26.08,5.37,158.92,14.38,62.90,1.33,42.72,72944.00,0.17,6.729097e+002,11.35
453,56.40,0.60,136.92,133.55,132.95,0.51,0.79,2.26,8.47,10.62,4.91,0.20,21.83,4.45,130.74,12.60,52.56,1.46,15.23,40400.00,0.20,3.186330e+002,7.46
454,86.15,0.99,154.49,154.88,156.26,0.72,0.92,2.27,10.47,12.30,4.91,0.20,25.46,5.18,155.24,12.80,61.29,1.37,35.42,67062.00,0.15,6.015333e+002,11.34
455,39.51,0.47,114.00,125.99,141.18,0.57,0.75,1.28,7.09,8.50,1.12,0.89,9.00,8.01,129.14,11.06,34.01,1.05,23.87,30478.00,0.17,1.867958e+002,4.07
456,122.80,0.80,165.80,167.14,167.38,0.68,0.93,2.27,12.50,14.48,4.93,0.20,29.50,5.98,167.02,15.36,70.96,1.37,47.40,96540.00,0.14,1.023703e+003,12.76
457,106.60,0.77,152.12,149.60,144.36,0.79,0.95,1.27,11.65,12.68,1.00,1.00,12.51,12.51,148.30,14.45,50.02,1.10,48.82,76224.00,0.08,8.278934e+002,9.67
458,48.44,0.81,132.48,130.72,129.99,0.67,0.87,2.28,7.85,10.04,4.96,0.20,20.41,4.11,130.47,10.87,49.05,1.30,30.30,35878.00,0.22,2.536306e+002,9.31
459,122.29,0.69,150.33,154.28,150.50,0.59,0.83,2.28,12.48,15.60,4.97,0.20,29.86,6.01,150.82,17.73,71.75,1.41,39.55,86872.00,0.20,1.017341e+003,12.50
460,60.91,0.80,151.64,149.28,145.03,0.82,0.96,1.27,8.81,9.70,1.00,1.00,9.99,9.99,148.28,11.00,39.94,1.10,49.57,48635.00,0.09,3.575643e+002,8.23
461,85.90,0.66,159.41,152.94,148.58,0.65,0.85,2.30,10.46,12.69,5.01,0.20,25.68,5.13,152.12,14.68,61.61,1.34,43.96,65565.00,0.18,5.989510e+002,9.95
462,30.39,0.66,123.63,100.44,90.84,0.76,0.91,1.12,6.22,6.87,1.00,1.00,7.22,7.22,99.74,8.34,28.89,1.06,23.63,19449.00,0.09,1.260359e+002,4.99
463,125.86,0.70,131.84,138.84,138.52,0.61,0.85,2.30,12.66,15.47,5.02,0.20,30.09,5.99,136.53,18.37,72.15,1.32,23.08,80551.00,0.18,1.062200e+003,11.74
464,48.67,0.72,158.24,163.23,158.23,0.76,0.93,1.27,7.87,8.77,1.00,1.00,9.16,9.16,161.00,10.29,36.63,1.10,52.40,44435.00,0.10,2.554547e+002,7.45
465,52.64,0.87,150.93,147.58,139.97,0.85,0.97,1.26,8.19,9.00,1.00,1.00,9.40,9.40,145.69,10.42,37.60,1.10,44.45,42688.00,0.09,2.872853e+002,8.01
466,54.52,0.58,154.34,150.14,140.20,0.67,0.86,1.25,8.33,9.41,1.00,1.00,9.51,9.51,143.78,12.15,38.06,1.08,17.43,43277.00,0.11,3.027928e+002,6.35
467,35.47,0.78,168.18,161.71,161.30,0.54,0.79,2.33,6.72,8.36,5.13,0.19,18.49,3.60,158.45,9.46,44.17,1.36,21.50,34542.00,0.20,1.588789e+002,7.21
468,39.05,0.54,171.07,163.72,165.83,0.65,0.83,1.25,7.05,8.50,1.00,1.00,8.68,8.68,152.25,11.10,34.74,1.30,6.54,35626.00,0.17,1.836003e+002,5.08
469,133.28,0.85,144.49,149.34,150.79,0.71,0.96,2.34,13.03,15.03,5.16,0.19,31.22,6.05,149.21,16.64,74.55,1.39,43.23,92363.00,0.13,1.157490e+003,13.14
470,33.03,0.66,160.53,161.19,164.51,0.75,0.91,1.15,6.48,7.21,1.00,1.00,7.55,7.55,151.43,9.25,30.19,1.06,10.82,31346.00,0.10,1.427679e+002,5.24
471,36.81,0.94,172.33,163.12,164.79,0.72,0.90,2.36,6.85,8.86,5.21,0.19,18.88,3.62,164.49,9.46,45.01,1.32,37.15,36846.00,0.23,1.679726e+002,7.66
472,66.89,0.90,174.18,170.67,168.84,0.86,0.98,1.24,9.23,10.01,1.00,1.00,10.26,10.26,170.50,11.06,41.05,1.10,46.23,60187.00,0.08,4.115339e+002,9.12
473,27.58,0.57,149.14,142.65,146.41,0.70,0.86,1.22,5.93,6.86,1.00,1.00,7.30,7.30,135.14,9.11,29.21,1.07,5.24,24595.00,0.14,1.089281e+002,4.23
474,127.91,0.61,149.24,156.26,155.18,0.60,0.86,2.39,12.76,14.96,5.32,0.19,31.16,5.86,154.93,17.66,74.03,1.39,47.37,92649.00,0.15,1.088169e+003,10.81
475,25.65,0.79,167.23,156.03,145.91,0.81,0.94,1.22,5.71,6.52,1.00,1.00,7.11,7.11,154.28,7.57,28.43,1.08,42.44,26691.00,0.12,9.771995e+001,5.10
476,262.13,0.52,117.18,132.20,134.57,0.44,0.78,2.42,18.27,22.38,5.43,0.18,43.05,7.92,131.18,28.40,101.95,1.40,29.23,145343.00,0.18,3.192549e+003,14.40
477,98.32,0.59,139.31,141.39,142.31,0.57,0.81,2.43,11.19,14.81,5.44,0.18,29.89,5.50,141.13,18.30,70.77,1.68,24.64,67884.00,0.24,7.333846e+002,10.73
478,40.87,0.77,161.86,151.63,151.58,0.70,0.86,2.43,7.21,9.26,5.45,0.18,20.06,3.68,152.61,10.18,47.49,1.35,40.27,36932.00,0.22,1.965207e+002,8.02
479,79.27,0.69,169.75,173.98,170.52,0.75,0.93,1.21,10.05,11.04,1.00,1.00,10.85,10.85,172.43,13.54,43.39,1.07,49.48,69662.00,0.09,5.309125e+002,8.01
480,80.74,0.82,170.72,168.57,167.80,0.59,0.80,3.47,10.14,13.23,8.79,0.11,33.18,3.77,168.39,15.86,73.90,1.54,27.90,69041.00,0.23,5.457490e+002,11.28
481,82.95,0.44,168.84,164.89,157.81,0.43,0.68,2.50,10.28,15.23,5.68,0.18,28.68,5.05,163.22,21.52,67.46,1.69,28.32,68391.00,0.33,5.683085e+002,8.41
482,41.78,0.98,155.00,148.25,141.51,0.65,0.81,2.51,7.29,10.14,5.70,0.18,21.81,3.82,146.45,11.65,51.26,1.64,27.91,36026.00,0.28,2.031184e+002,8.64
483,39.28,0.79,137.48,143.79,146.63,0.83,0.96,1.21,7.07,7.79,1.00,1.00,8.25,8.25,143.16,9.33,32.99,1.09,51.99,33642.00,0.09,1.851951e+002,6.66
484,43.60,0.82,144.04,141.25,137.20,0.84,0.97,1.21,7.45,8.25,1.00,1.00,8.57,8.57,140.35,9.44,34.28,1.08,46.72,35648.00,0.10,2.165858e+002,6.91
485,86.40,0.46,138.00,139.23,139.45,0.41,0.68,2.55,10.49,13.70,5.85,0.17,27.80,4.76,138.25,18.04,65.12,1.32,44.95,59861.00,0.23,6.041201e+002,8.00
486,49.14,0.80,140.98,140.56,137.10,0.84,0.97,1.20,7.91,8.61,1.00,1.00,8.96,8.96,139.54,10.02,35.84,1.09,48.06,38793.00,0.08,2.591193e+002,7.44
487,31.92,0.45,118.89,119.99,126.91,0.49,0.65,2.61,6.38,8.77,6.02,0.17,19.28,3.20,121.87,11.88,44.95,1.33,41.39,24617.00,0.27,1.356881e+002,5.25
488,50.30,0.95,172.81,167.52,162.09,0.41,0.76,2.61,8.00,10.43,6.05,0.17,22.86,3.78,161.82,11.37,53.28,1.37,20.94,45795.00,0.23,2.683748e+002,9.34
489,56.64,0.75,143.20,141.44,129.90,0.63,0.85,2.62,8.49,11.47,6.05,0.17,24.51,4.05,138.03,13.35,57.11,1.52,30.25,42788.00,0.26,3.206362e+002,9.20
490,103.83,0.69,141.07,140.60,136.44,0.71,0.92,1.20,11.50,13.14,1.00,1.00,12.54,12.54,133.82,16.29,50.16,1.34,15.76,67309.00,0.12,7.958913e+002,9.67
491,26.93,0.96,168.26,158.41,162.48,0.63,0.80,2.67,5.86,7.77,6.22,0.16,18.43,2.97,159.39,8.25,42.80,1.40,21.78,28531.00,0.25,1.051335e+002,6.91
492,28.87,0.95,170.71,161.37,152.56,0.87,0.97,1.20,6.06,6.78,1.00,1.00,7.35,7.35,159.79,7.45,29.40,1.09,40.51,30041.00,0.11,1.166906e+002,6.09
493,124.84,0.78,174.59,168.62,159.67,0.68,0.91,2.75,12.61,14.80,6.48,0.15,34.41,5.31,166.60,16.64,79.43,1.62,39.77,97629.00,0.15,1.049306e+003,13.10
494,139.45,0.20,168.12,160.54,163.95,0.00,0.35,2.82,13.32,21.57,6.70,0.15,36.26,5.41,162.02,31.52,83.35,1.13,42.48,104179.00,0.38,1.238725e+003,5.86
495,104.84,0.88,143.10,149.76,148.80,0.87,0.98,1.20,11.55,12.27,1.00,1.00,12.07,12.07,148.70,13.62,48.27,1.09,47.65,75392.00,0.06,8.074712e+002,11.00
496,92.84,0.57,159.46,160.54,157.87,0.51,0.77,2.95,10.87,15.28,7.11,0.14,32.82,4.61,159.50,20.70,74.87,1.62,26.52,73212.00,0.29,6.729097e+002,9.67
497,33.91,0.93,169.07,166.28,164.12,0.65,0.81,2.97,6.57,8.63,7.20,0.14,21.53,2.99,164.38,9.67,49.05,1.47,23.76,34684.00,0.24,1.485417e+002,7.83
498,68.33,0.69,150.14,149.23,147.87,0.74,0.92,1.19,9.33,11.11,1.00,1.00,10.85,10.85,142.59,13.70,43.39,1.44,12.24,51189.00,0.16,4.249404e+002,8.92
499,24.17,0.57,159.24,157.97,154.26,0.68,0.84,1.19,5.55,6.44,1.00,1.00,6.88,6.88,154.06,8.25,27.52,1.06,5.95,25574.00,0.14,8.937008e+001,3.59
500,22.70,0.58,144.43,138.46,137.55,0.72,0.86,1.18,5.38,6.15,1.00,1.00,6.72,6.72,132.16,8.03,26.87,1.07,9.08,21014.00,0.13,8.134761e+001,3.68
501,91.10,0.62,161.27,161.43,161.81,0.53,0.79,3.41,10.77,14.16,8.59,0.12,34.44,4.01,161.23,17.99,76.89,1.51,36.34,72876.00,0.24,6.541009e+002,9.28
502,87.88,0.95,148.82,157.73,163.11,0.91,0.99,1.16,10.58,11.91,1.00,1.00,11.63,11.63,152.34,12.56,46.52,1.43,15.86,66877.00,0.11,6.197331e+002,10.91
503,21.87,0.66,152.30,157.37,166.91,0.53,0.59,3.33,5.28,8.07,8.34,0.12,19.87,2.38,159.39,9.92,44.50,1.41,16.28,24705.00,0.35,7.691247e+001,6.01
504,76.58,0.68,124.11,133.48,133.98,0.68,0.88,1.54,9.87,11.57,2.41,0.41,17.01,7.05,132.30,14.13,48.14,1.14,32.22,51993.00,0.15,5.041385e+002,9.74
505,26.50,0.99,157.58,149.34,146.12,0.90,0.99,1.18,5.81,6.43,1.00,1.00,7.07,7.07,149.31,6.70,28.30,1.09,42.32,26428.00,0.10,1.026362e+002,6.11
506,136.36,0.47,121.07,123.51,126.46,0.45,0.72,2.45,13.18,17.17,5.52,0.18,32.60,5.91,123.91,23.41,77.03,1.28,31.30,78185.00,0.23,1.197841e+003,9.82
507,39.96,0.50,153.99,148.86,148.49,0.61,0.79,1.25,7.13,8.44,1.00,1.00,8.46,8.46,146.08,11.33,33.82,1.05,6.74,34766.00,0.16,1.900144e+002,4.14
508,116.70,0.65,173.07,166.87,160.07,0.52,0.85,2.30,12.19,14.41,5.01,0.20,29.12,5.81,165.53,16.43,69.86,1.36,47.63,91706.00,0.15,9.483798e+002,11.28
509,63.53,0.97,163.58,164.15,165.10,0.72,0.91,1.94,8.99,11.30,3.85,0.26,19.96,5.19,163.80,12.64,50.29,1.21,30.54,55527.00,0.20,3.809319e+002,10.42
510,20.42,0.83,175.31,164.02,168.31,0.83,0.95,1.38,5.10,6.05,1.76,0.57,8.92,5.07,164.98,7.06,27.97,1.13,43.15,24417.00,0.16,6.941586e+001,4.71
511,56.40,0.86,169.58,159.77,150.56,0.73,0.91,1.79,8.47,10.38,3.32,0.30,17.70,5.33,157.63,12.15,46.06,1.19,37.68,48708.00,0.18,3.186330e+002,9.03
512,61.86,0.62,114.10,120.48,124.40,0.66,0.86,1.69,8.87,11.57,2.99,0.33,18.74,6.27,120.88,14.32,50.02,1.67,35.31,40132.00,0.23,3.659921e+002,9.38
513,27.15,0.89,135.41,125.05,124.51,0.91,0.99,1.03,5.88,6.46,1.00,1.00,6.83,6.83,118.86,7.06,27.33,1.24,13.38,21394.00,0.09,1.063919e+002,5.80
514,195.52,0.76,124.00,140.94,138.33,0.75,0.94,1.68,15.78,17.58,2.94,0.34,27.73,9.45,138.21,20.26,74.36,1.21,42.99,118581.00,0.10,2.056573e+003,14.05
515,45.44,0.68,146.89,143.85,136.87,0.72,0.90,1.47,7.61,8.93,2.13,0.47,13.07,6.12,142.11,11.51,38.38,1.13,46.30,37232.00,0.15,2.304116e+002,6.91
516,111.89,0.72,134.59,138.80,137.77,0.72,0.92,1.55,11.94,13.64,2.46,0.41,20.06,8.14,138.03,16.36,56.41,1.16,48.39,73845.00,0.13,8.903515e+002,10.80
517,20.83,0.58,142.32,140.12,135.67,0.48,0.52,4.81,5.15,8.92,13.04,0.08,24.44,1.87,139.05,11.10,52.63,1.53,11.59,20858.00,0.42,7.152309e+001,6.26
518,180.26,0.83,159.38,164.29,165.11,0.78,0.97,1.54,15.15,16.47,2.44,0.41,24.41,10.01,163.95,17.69,68.83,1.19,49.37,131162.00,0.08,1.820599e+003,14.39
519,90.85,0.93,136.92,138.37,137.92,0.89,0.99,1.15,10.76,12.23,1.00,1.00,11.87,11.87,132.64,13.16,47.49,1.55,10.49,59820.00,0.12,6.514312e+002,11.19
